Student_ID,Name,Age,Gender,City,Class,Attendance_Percentage,Study_Hours_per_day,Math_Score,Science_Score,English_Score,Total_Score,Parent_Education,Internet_Access,Result
5424,Rahim Islam,229,FEMALE,barisal,Seven,85.2,3.9,35,53,82,170.0,Higher Secondary,YES,Pass
6833,Sadia Talukder,15,other,Chittagong,9,85.6,3.2,48,95,74,217.0,postgraduate,yes,
335,Riya Chowdhury,14,female,Rangpur,9,84.9,5.0,51,53,59,error,Higher Secondary,Yes,F
652,Farhan Sarker,-3,Female,khulna,Ten,75.5,5.6,63,79,41,183.0,secondary,No,F
2389,Imran Akter,14,MALE,Mymensign,Eight,88.5,2.1,62,70,48,180.0,primary,,
2124 ,Bristi Ahmed,13,O,sylhet,06,99.7,2.9,37,49,49,135.0,,Yes,P
6693,Shila Das,13,F,rajshahi,9,78.3,2.3,48,,71,119.0,Higher Secondary,n/a,
7785,Fatema Sarker,17,FEMALE,Khulna,Eight,84.4,1.5,61,97,32,190.0,higher secondary,NO,Fail
5989,Jannat Das,14,other,barisal,Ten,,4.4,53,74,-27,100.0,Primary,yes,P
7343,Shila Khan,13,other,KHULNA ,6th,66.5,2.4,67,88,64,219.0,primary,Y,P
6082,Nusrat Islam,12,,  Dhaka,7,77.1,3.5,37,absent,97,134.0,graduate,n/a,
3229,Karim Talukder,13,male,Dhaka ,10th,79.3,4.1,68,94,51,213.0,Post Graduate,,F
7331,Nadia Talukder,11,female,rangpur,6,76.0,6.0,40,30,47,117.0,N/A,NO,Pass
9621,Sadia Khan,11,Male,Ctg,7,79.1,-0.5,77,62,86,225.0,N/A,NO,pass
4340,Kabir Hossain,12,Male,Dacca,Ten,90.8,2.8,39,35,35,109.0,Post Graduate,1,pass
8952,Fatema Islam,11,male,SYLHET,9th,94.1,2.3,96,71,81,248.0,Unknown,n/a,
2845,Lima Ahmed,16,other,Mymensingh,Ten,88.9,1.6,67,65,73,205.0,N/A,yes,
3492,Arif Das,14,other,Rajshahi,Ten,92.8,3.1,35,218,79,,,no,Fail
6334,Lima Chowdhury,15,male,barisal,9,89.0,3.4,81,39,72,192.0,illiterate,yes,pass
4962,Lima Khan,14,F,Sylhet,9,73.1,4.2,98,32,36,166.0,unknown,n/a,P
801,Sabbir Rahman,14,O,SYLHET,8,76.7,2.0,45,97,44,186.0,Post Graduate,Yes,fail
2002,Arif Ahmed,18,MALE,Rangpur,10,85.2,5.0,92,65,86,243.0,graduate,no,
7706,Anik Hossain,11,,CHATTOGRAM,8,,3.4,70,34,89,193.0,Unknown,No,FAIL
9744,Anik Akter,18,M,Rangpur,Seven,98.1,3.1,74,45,46,165.0,illiterate,0,Fail
7028,Bristi Sarker,12,Male,rangpur,7,81.6,5.2,70,31,59,160.0,N/A,No,
3636,Momo Akter,12,Other,rajshahi,6,99.5,5.0,86,40,41,167.0,Graduate,no,Fail
4353,Jannat Ahmed,15,Female,KHULNA ,10th,71.6,3.5,42,44,49,135.0,Secondary,Y,
928,Riya Chowdhury,13,Male,Rangpur,Ten,91.8,3.3,85,49,83,217.0,Illiterate,,FAIL
1310,Anik Rahman,16,F,mymensingh,8,76.3,3.3,55,85,93,233.0,illiterate,Yes,F
1352,Rupa Chowdhury,11,FEMALE,KHULNA ,06,70.3,2.0,62,33,32,127.0,Graduate,,FAIL
1346,Bristi Akter,12,,Sylhet,Six,89.6,1.2,42,72,89,203.0,GRADUATE,YES,Fail
7682,Imran Khan,16,F,Sylhet,8th,74.3,5.5,94,49,35,178.0,Secondary,YES,fail
8155,Karim Islam,13,male,,10th,78.1,3.7,,80,65,145.0,Post Graduate,No,pass
2502,Rafi Khan,17,M,KHULNA ,8th,80.9,4.2,43,-24,87,106.0,postgraduate,0,PASS
8478,Bristi Sarker,14,female,rajshahi,Eight,N/A,3.6,35,37,50,122.0,Illiterate,Yes,fail
9409,Rupa Sarker,15,other,  Dhaka,8,82.6,1.0,36,85,75,199.0,primary,NO,FAIL
4120,Rupa Sarker,18,M,sylhet,8,93.8,4.3,36,68,49,153.0,GRADUATE,N,P
2575 ,Nadia Islam,11,MALE,Rajshahi,7th,75.0,3.5,97,57,144,298.0,Graduate,,PASS
5597,Rupa Khan,12,Other,dhaka,9,91.6,7.0,50,85,55,190.0,Illiterate,No,Fail
8951,Riya Chowdhury,18,Male,Rajshahi,8th,76.6,2.0,51,52,,103.0,unknown,,fail
4034,Kabir Ahmed,18,,Ctg,9,88.5,3.1,64,96,67,227.0,GRADUATE,no,P
6379,Farhan Hossain,14,F,Rajshahi,10,78.0,2.6,35,37,98,170.0,higher secondary,NO,Pass
8550,Bristi Sarker,16,,,Nine,74.5,1.8,57,30,51,138.0,secondary,Yes,FAIL
6387,Jannat Chowdhury,17,F,Barisal,10,80.7,4.5,30,99,59,188.0,,Y,FAIL
2890,Rahim Talukder,17,male,barisal,Ten,90.9,4.1,78,32,98,189.0,,Y,fail
1228,Nusrat Akter,17,MALE,mymensingh,6,82.2,0.4,45,62,31,138.0,PRIMARY,No,P
6517,Anik Hossain,12,Female,DHAKA,10th,94.8,3.7,48,97,33,178.0,illiterate,1,
4055,Jannat Chowdhury,12,other,khulna,Eight,181.2,3.5,83,49,87,219.0,illiterate,yes,P
5431,Rakib Talukder,18,M,Chittagong,9th,69.4,1.8,31,57,40,128.0,higher secondary,,Fail
4067,Mim Talukder,16,MALE,Khulna,06,79.4,2.6,61,91,59,211.0,Unknown,Yes,Fail
9799,Sadia Khan,15,other,Ctg,10th,88.3,1.4,76,42,40,158.0,primary,no,FAIL
2453,Rafi Das,16,Male,Chittagong,Nine,87.2,3.1,37,49,84,170.0,Higher Secondary,yes,pass
7373,Rafi Chowdhury,-1,,Barishal,8,96.7,1.9,86,64,57,207.0,Primary,Yes,Pass
7983,Nusrat Khan,12,O,,9th,90.2,1.4,95,96,62,,Higher Secondary,1,F
2698,Momo Khan,13,Male,barisal,06,97.4,4.2,49,83,,132.0,Illiterate,,Fail
9768,Mim Das,11,male,rangpur,6,64.5,2.3,56,82,71,209.0,primary,n/a,Fail
4593,Bristi Chowdhury,15,FEMALE,Mymensign,Seven,76.4,2.2,74,33,45,152.0,GRADUATE,Yes,pass
1423,Tanvir Rahman,12,O,Ctg,9th,80.0,2.0,44,94,54,192.0,illiterate,Yes,Pass
49,Fatema Khan,18,O,rangpur,9,85.2,4.3,86,65,74,225.0,postgraduate,yes,P
7965,Kabir Rahman,16,other,KHULNA ,7th,76.3,3.9,31,83,37,151.0,Illiterate,yes,pass
5944,Fatema Rahman,18,F,mymensingh,7th,77.6,5.8,52,44,41,137.0,Graduate,No,FAIL
5748,Bristi Khan,11,female,mymensingh,10th,88.2,2.7,70,63,41,174.0,,No,PASS
7482 ,Sadia Akter,16,other,CHATTOGRAM,10th,84.3,7.0,64,67,,131.0,postgraduate,N,F
4206,Rahim Das,16,female,khulna,8,85.5,1.9,48,81,47,176.0,primary,YES,F
5319,Mim Hossain,15,other,Dacca,Nine,110.9,5.0,52,98,38,188.0,GRADUATE,no,PASS
6191,Zayed Talukder,13,Male,Mymensingh,Nine,93.8,5.9,91,82,47,220.0,,Y,pass
9488,Rafi Rahman,11,MALE,rangpur,Eight,96.5,4.9,95,51,63,209.0,PRIMARY,yes,F
417,Jannat Chowdhury,14,MALE,DHAKA,10,89.4,5.0,67,93,98,258.0,primary,yes,fail
4821,Karim Akter,18,F,mymensingh,7th,84.7,2.8,44,96,47,187.0,unknown,,P
694,Momo Khan,18,Male,Barisal,10,90.3,2.6,58,49,54,161.0,Graduate,0,fail
2459,Sadia Hossain,13,Male,KHULNA ,8,86.3,4.0,36,34,71,141.0,graduate,N,Fail
STU-01426,Anik Akter,12,Female,Mymensingh,Eight,67.6,1.6,98,32,66,196.0,Unknown,1,Pass
STU-09237,Tamim Ahmed,13,Male,Rajshahi,10th,77.7,5.2,88,90,51,229.0,Illiterate,Y,
8087,Mitu Sarker,17,female,Chittagong,06,90.9,2.6,47,49,36,132.0,N/A,Yes,PASS
5988,Riya Talukder,17,male,rangpur,Six,99.6,4.7,53,47,44,144.0,Illiterate,yes,pass
7227,Rahim Rahman,16,O,KHULNA ,7th,97.6,3.9,96,41,49,186.0,primary,1,FAIL
8852,Fatema Talukder,13,O,khulna,10th,94.9,2.7,98,60,72,230.0,PRIMARY,Y,Fail
7979,Jannat Islam,11,Female,barisal,7th,93.2,3.8,52,66,57,175.0,higher secondary,no,Pass
5603,Karim Das,17,male,SYLHET,Seven,77.2,0.8,77,85,99,261.0,Post Graduate,n/a,P
3009,Priya Chowdhury,13,Female,Khulna,6,91.7,5.3,76,89,32,197.0,primary,yes,
3293,Rakib Talukder,18,MALE,Barishal,9th,74.4,-0.3,60,82,63,205.0,,,
8294,Kabir Das,18,O,rangpur,9th,86.4,3.7,50,89,63,202.0,PRIMARY,no,Fail
4829,Nadia Ahmed,17,Female,DHAKA,10,73.5,3.1,33,87,99,219.0,GRADUATE,No,P
2764,Rupa Chowdhury,18,MALE,  Dhaka,10th,82.3,3.0,67,55,93,215.0,graduate,1,pass
604,Shila Hossain,16,Other,  Dhaka,7th,86.7,2.4,62,88,72,222.0,Graduate,n/a,PASS
6051,Tanvir Akter,17,F,Rajshahi ,Nine,85.2,5.3,98,81,87,266.0,Post Graduate,1,F
1460,Tanvir Akter,13,Male,Sylhet,6,94.1,0.7,35,84,73,192.0,Primary,1,F
3857,Rupa Khan,11,male,Rajshahi,10,90.1,4.6,57,93,48,198.0,Higher Secondary,NO,Fail
5669,Shila Talukder,17,Female,KHULNA ,6th,-14.5,1.2,52,31,58,141.0,Secondary,no,P
6142,Lima Islam,16,Female,Chittagong,Six,82.9,3.8,32,47,72,151.0,graduate,Y,
1472,Sohan Islam,16,M,mymensingh,6th,90.7,4.6,36,65,67,168.0,PRIMARY,No,F
8747,Jannat Ahmed,17,O,SYLHET,9th,68.4,2.9,75,46,96,217.0,Post Graduate,No,F
8867,Rakib Rahman,12,FEMALE,dhaka,8,74.0,4.9,70,,-38,32.0,,No,Fail
4818,Rafi Islam,14,other,rangpur,Eight,88.4,1.4,74,90,56,220.0,PRIMARY,no,
8865,Rahim Sarker,15,,Mymensingh,7,90.5,2.8,39,55,79,173.0,unknown,n/a,P
3136,Fatema Talukder,15,Male,Dhaka ,Seven,77.1,1.7,88,44,99,231.0,Illiterate,Yes,P
2554,Rafi Khan,13,female,SYLHET,Nine,108.1,3.3,68,65,97,230.0,illiterate,N,F
1578,Nadia Das,17,female,barisal,7,101.4,-1.6,66,63,99,228.0,Illiterate,1,FAIL
9267,Mitu Ahmed,18,F,rangpur,8,93.9,1.8,87,56,78,221.0,secondary,Y,FAIL
8033,Rakib Islam,18,O,khulna,7th,81.3,2.5,50,83,72,205.0,Secondary,1,PASS
5441,Sohan Islam,11,F,Sylhet,Nine,88.0,2.6,78,59,64,201.0,primary,No,P
STU-03973,Anik Akter,14,other,,6,76.1,3.8,47,47,67,161.0,Higher Secondary,n/a,fail
4775,Karim Rahman,18,FEMALE,KHULNA ,Six,93.4,3.7,87,68,56,211.0,GRADUATE,,PASS
8792,Lima Akter,17,other,rajshahi,7th,79.1,2.2,95,31,51,177.0,Secondary,Yes,Fail
105,Tamim Das,16,female,Sylhet,7th,72.8,1.3,55,76,85,216.0,Graduate,N,fail
STU-04896,Momo Ahmed,12,female,rajshahi,9th,78.7,3.9,63,96,35,194.0,Post Graduate,No,Fail
183,Anik Sarker,14,,KHULNA ,06,85.8,4.6,61,68,75,204.0,Graduate,1,FAIL
9331,Nadia Sarker,16,male,Khulna,8,101.5,1.2,57,87,90,234.0,primary,n/a,PASS
1691,Zayed Khan,15,male,rajshahi,7th,85.1,0.8,46,38,74,158.0,Post Graduate,N,PASS
1329,Karim Sarker,18,FEMALE,barisal,Eight,93.2,4.2,33,70,36,139.0,higher secondary,1,
881,Mitu Das,13,O,Rajshahi ,06,98.6,5.5,31,37,40,108.0,GRADUATE,NO,PASS
8325,Rafi Talukder,13,MALE,DHAKA,Six,109.9,1.4,,53,33,86.0,Secondary,no,PASS
6494,Ayesha Khan,15,,Dacca,8,84.6,1.2,57,96,32,185.0,Primary,0,FAIL
3033,Mitu Ahmed,18,F,CHATTOGRAM,Seven,88.0,3.6,65,39,35,139.0,secondary,no,F
3052,Rahim Talukder,12,FEMALE,SYLHET,Nine,90.8,2.5,78,34,80,192.0,Graduate,N,F
8296,Lima Rahman,17,Female,Barisal,9,94.3,1.8,46,71,41,158.0,Primary,N,
9056,Imran Sarker,16,other,Barishal,8th,78.0,2.2,86,62,55,203.0,graduate,Yes,PASS
6509,Sohan Talukder,11,O,rangpur,7th,220.1,5.1,31,98,247,376.0,Post Graduate,YES,pass
732,Nusrat Hossain,17,MALE,barisal,10,96.2,6.5,49,85,68,202.0,illiterate,N,pass
5032,Tanvir Hossain,211,Female,Dhaka,Seven,84.3,3.0,45,98,99,242.0,higher secondary,N,Fail
8705,Nusrat Islam,17,female,Barishal,9,99.4,2.1,97,38,37,172.0,GRADUATE,no,F
8585,Sabbir Khan,18,MALE,,9th,62.9,3.3,39,30,97,166.0,N/A,Y,Fail
8208,Sohan Ahmed,15,male,Rajshahi,7th,97.4,3.7,37,42,63,142.0,graduate,1,FAIL
7033,Rupa Ahmed,15,MALE,chittagong,9,76.1,2.3,45,72,85,202.0,,n/a,PASS
1606,Jannat Sarker,18,MALE,chittagong,Seven,76.0,5.1,81,53,82,216.0,N/A,No,Pass
5150,Nadia Talukder,17,M,Sylhet,8th,84.4,6.3,48,73,59,180.0,GRADUATE,Y,FAIL
4387,Imran Akter,13,Other,rajshahi,9th,68.6,2.5,,76,69,145.0,Primary,n/a,PASS
7987,Karim Ahmed,11,male,khulna,8,69.9,0.8,33,53,65,151.0,Illiterate,yes,P
1105,Mim Das,13,Male,Rajshahi,10th,74.3,4.4,93,41,36,170.0,GRADUATE,YES,Pass
7540,Imran Chowdhury,16,female,Ctg,Six,78.8,4.1,91,49,33,173.0,Post Graduate,N,pass
8239,Mitu Akter,14,MALE,khulna,Six,93.5,4.0,89,79,30,198.0,Unknown,n/a,fail
1263,Hasan Chowdhury,14,Other,Dacca,8th,76.9,-4.4,,30,94,124.0,Illiterate,0,fail
8167,Nadia Chowdhury,14,Female,rajshahi,Nine,79.8,-4.7,73,69,89,231.0,,Yes,P
2298,Mitu Islam,11,M,SYLHET,9,74.1,7.2,68,70,39,177.0,Higher Secondary,YES,pass
1701,Mitu Chowdhury,12,Male,Dhaka ,Eight,102.1,3.3,75,76,67,218.0,Primary,,Fail
6310,Sadia Akter,13,M,DHAKA,8,75.0,3.9,91,83,42,216.0,secondary,yes,PASS
2088,Nadia Khan,15,Female,rangpur,8,89.7,3.2,87,50,50,187.0,primary,NO,PASS
1538,Sadia Das,16,F,Rangpur,Ten,78.9,4.2,80,34,42,156.0,unknown,n/a,Fail
1732,sadia islam,18,FEMALE,KHULNA ,10th,74.4,4.5,51,56,93,200.0,Higher Secondary,Yes,
4611,Momo Rahman,15,other,SYLHET,9,82.8,3.1,99,77,33,209.0,Secondary,1,Pass
677,Priya Ahmed,12,,Rangpur,8th,77.7,5.7,89,72,74,235.0,Higher Secondary,yes,PASS
3220,Sabbir Chowdhury,15,O,Khulna,Six,93.9,4.8,71,44,97,212.0,secondary,NO,F
4301,Zayed Talukder,15,Female,Rajshahi,9,90.5,4.2,47,66,56,169.0,higher secondary,No,PASS
3824,anik sarker,18,Other,rajshahi,7,83.2,2.0,50,80,43,173.0,unknown,,F
2967,Karim Talukder,11,FEMALE,chittagong,Nine,93.6,-4.5,39,52,201,error,Post Graduate,n/a,Pass
1748,Rahim Khan,18,F,Dhaka ,6th,76.3,5.9,93,85,70,248.0,Secondary,no,Fail
1713,Tamim Ahmed,11,F,Mymensign,7th,148.0,6.5,45,57,30,132.0,Graduate,Yes,PASS
2077,Arif Rahman,14,O,Ctg,6th,87.1,1.0,69,83,36,188.0,Graduate,1,P
5466,Sabbir Chowdhury,18,MALE,Mymensingh,7th,88.0,1.0,46,64,60,170.0,Unknown,n/a,F
1528,Momo Talukder,17,female,khulna,8th,90.9,4.4,35,44,33,112.0,Post Graduate,1,Fail
STU-01284,Anik Rahman,13,O,barisal,7th,91.7,5.7,98,88,65,251.0,,1,
3025,Sabbir Islam,14,other,Chattogram,6,78.8,4.3,47,62,62,,N/A,N,Fail
5317,Nusrat Rahman,18,MALE,rangpur,7th,74.5,4.6,73,92,90,255.0,Graduate,,Pass
1922,Hasan Ahmed,16,,Rangpur,10th,85.8,4.0,40,45,48,133.0,Illiterate,N,P
3940,Lima Khan,11,Male,  Dhaka,8th,74.3,1.1,33,68,36,137.0,Higher Secondary,Y,Pass
2758,Fatema Islam,18,M,mymensingh,9th,90.4,,64,65,85,,Unknown,Y,Fail
5567,Farhan Rahman,15,FEMALE,rangpur,7,74.3,-1.0,88,49,81,218.0,Post Graduate,yes,
2826,Rahim Talukder,18,Female,Rajshahi ,Ten,79.1,3.5,84,72,33,189.0,secondary,Y,F
9012,Sadia Islam,13,Male,mymensingh,7,98.7,3.7,81,46,67,194.0,N/A,Y,Pass
6282,Priya Islam,15,Other,Rangpur,8th,87.6,3.6,39,53,41,133.0,graduate,n/a,Fail
2608,Anik Chowdhury,12,Male,Mymensingh,6,83.2,3.7,54,59,43,156.0,N/A,YES,P
1370,Karim Talukder,13,M,Mymensign,Eight,73.8,,76,85,67,228.0,N/A,no,fail
2854,Sadia Khan,16,Male,Rangpur,7,95.2,,43,,61,104.0,Graduate,0,Fail
7997,Priya Islam,18,Other,Barishal,Ten,91.4,5.1,91,46,41,178.0,primary,no,PASS
1529,Sabbir Rahman,18,Other,KHULNA ,Six,81.0,1.2,85,61,38,184.0,Primary,1,F
8910,Arif Das,16,Other,Khulna,10th,84.8,2.6,45,285,74,404.0,Graduate,Yes,fail
3218,Arif Islam,16,,rajshahi,8th,92.9,1.9,75,74,42,191.0,Higher Secondary,n/a,pass
9249,Rakib Chowdhury,15,MALE,Rajshahi ,Eight,79.6,3.9,37,39,50,126.0,N/A,,F
2046,Fatema Hossain,17,,dhaka,6th,78.5,4.1,42,32,97,171.0,illiterate,Y,F
6836,Hasan Rahman,17,Female,SYLHET,10,85.0,0.3,96,75,49,220.0,secondary,Y,Pass
343,Arif Ahmed,15,Male,KHULNA ,9th,73.3,-1.3,99,33,68,200.0,Illiterate,1,pass
5855,Rafi Das,12,female,Barishal,7th,82.7,2.8,88,30,60,178.0,postgraduate,Yes,P
391,Riya Ahmed,14,FEMALE,Rangpur,6,73.8,2.8,48,55,81,192.0,Primary,yes,F
9699,Sabbir Talukder,13,FEMALE,Rajshahi ,8,77.8,5.5,30,44,44,118.0,PRIMARY,No,Pass
610,Karim Das,18,male,Chittagong,Seven,97.1,2.2,64,80,66,206.0,,NO,
1454,Hasan Talukder,14,,dhaka,7th,94.1,1.4,61,30,83,174.0,Illiterate,YES,
1039,Ayesha Talukder,15,FEMALE,Rajshahi,7,81.0,4.9,99,73,57,229.0,N/A,YES,P
8894,Jannat Talukder,12,F,,10th,72.8,4.2,86,82,88,256.0,secondary,yes,fail
8304,Fatema Talukder,17,O,DHAKA,Seven,101.9,1.7,87,53,91,231.0,unknown,NO,pass
1450,Sabbir Talukder,15,M,Mymensingh,7,92.7,3.0,74,43,,117.0,graduate,Yes,PASS
2938,Rafi Chowdhury,14,O,SYLHET,7,78.6,4.7,-27,41,46,60.0,primary,Yes,fail
1772 ,Shila Hossain,11,Other,Mymensign,6th,88.9,3.3,49,92,41,182.0,Secondary,YES,PASS
6301,Sadia Sarker,18,female,Rangpur,Nine,88.9,2.2,55,66,81,202.0,primary,,F
8269 ,Bristi Ahmed,14,M,Mymensingh,Eight,86.1,0.6,68,94,40,202.0,Illiterate,Yes,Fail
5065,Karim Das,12,F,Sylhet,7th,80.6,2.0,87,32,59,178.0,GRADUATE,Yes,fail
405,Tamim Ahmed,12,M,SYLHET,9th,86.9,1.8,69,141,68,278.0,unknown,no,Fail
7679,Imran Islam,13,Male,Chattogram,8,-22.9,2.8,48,31,87,166.0,primary,No,PASS
5217,Nusrat Chowdhury,16,Other,Dhaka,Six,82.6,2.7,44,50,88,182.0,Unknown,YES,P
1622,Nadia Talukder,11,F,Rajshahi ,7,83.4,2.5,77,42,32,151.0,Illiterate,,P
4950,Rakib Hossain,16,Other,mymensingh,Nine,85.0,5.3,74,72,75,221.0,primary,no,
9069,Priya Ahmed,fifteen,other,Dhaka,10,94.4,2.6,40,95,51,,Higher Secondary,yes,FAIL
6499,Imran Akter,15,Male,Sylhet,6th,91.8,0.6,46,92,36,174.0,GRADUATE,0,P
2636,Karim Sarker,16,Female,Rajshahi ,Nine,88.4,3.2,88,73,33,194.0,postgraduate,n/a,PASS
9300,Anik Islam,18,female,Rajshahi ,Eight,83.9,1.5,88,31,81,200.0,Illiterate,No,fail
9352,Lima Chowdhury,11,Male,barisal,Ten,69.3,4.6,97,83,97,277.0,graduate,YES,
8542,Bristi Rahman,15,,SYLHET,Ten,69.2,1.5,85,63,58,206.0,N/A,N,Pass
133,Shila Akter,11,MALE,SYLHET,10th,74.1,1.8,84,62,97,243.0,GRADUATE,Y,
STU-08010,Imran Khan,18,Other,Khulna,Eight,68.0,4.7,84,89,59,,,yes,F
362,Karim Sarker,15,F,  Dhaka,8,66.7,3.3,70,65,84,219.0,GRADUATE,no,PASS
4700,Tanvir Das,14,M,Mymensign,9th,87.1,-0.7,59,46,62,167.0,higher secondary,NO,pass
329,Lima Talukder,fifteen,Male,KHULNA ,7,87.3,3.4,41,43,63,147.0,secondary,0,FAIL
7310,Lima Islam,11,,Rangpur,Ten,98.8,,93,50,64,207.0,unknown,YES,Fail
7412,Sabbir Islam,17,MALE,Dhaka,8th,87.5,1.5,58,38,83,179.0,illiterate,N,Fail
4062,Shila Islam,-14,Other,Barisal,Seven,220.8,4.1,-9,82,97,170.0,higher secondary,,
1381,Nusrat Talukder,17,,barisal,7th,98.9,3.9,56,37,61,154.0,Primary,Yes,Fail
STU-02605,Farhan Talukder,16,O,  Dhaka,8,78.0,2.8,81,45,67,195.0,,n/a,Fail
4374,Zayed Rahman,15,Male,Barisal,Six,100.3,5.3,79,70,62,211.0,GRADUATE,,Pass
168,Sadia Hossain,14,male,Mymensingh,10th,86.5,2.7,58,50,40,148.0,GRADUATE,no,Pass
4969,Mitu Chowdhury,15,,Rangpur,06,71.1,3.3,82,96,31,209.0,graduate,No,pass
2695,Priya Talukder,11,O,  Dhaka,6,103.2,1.1,37,96,48,181.0,N/A,Y,PASS
9739 ,Karim Das,17,FEMALE,,Eight,86.9,0.7,99,95,98,292.0,Unknown,0,P
2344,Riya Talukder,17,female,Ctg,10,64.5,4.4,43,38,55,136.0,secondary,,fail
1959,Momo Chowdhury,12,MALE,Mymensign,8th,73.9,4.8,69,68,47,184.0,,NO,PASS
4170,Sabbir Talukder,,Female,Dacca,7,90.4,0.8,91,36,,127.0,Primary,N,PASS
6264,Rafi Islam,14,other,rangpur,06,101.7,3.2,88,96,34,218.0,Post Graduate,Yes,PASS
8031,Hasan Islam,,male,Rajshahi ,6,93.5,1.5,91,68,96,255.0,postgraduate,0,fail
2497,Sadia Hossain,18,O,rajshahi,Ten,202.5,3.1,59,84,36,179.0,PRIMARY,No,Fail
8956,Shila Chowdhury,-8,MALE,rangpur,9,81.8,3.6,30,98,61,189.0,postgraduate,No,PASS
7325,Lima Sarker,11,M,mymensingh,7th,86.9,5.3,86,65,63,214.0,Unknown,No,
1700,Riya Rahman,17,Male,CHATTOGRAM,7th,78.6,3.5,94,84,86,264.0,primary,N,F
4458,Arif Khan,17,O,Rangpur,9th,81.4,2.0,97,52,90,239.0,Higher Secondary,,
7330,Lima Khan,14,other,khulna,6,97.4,0.4,79,92,39,210.0,graduate,YES,fail
7056,Mim Talukder,16,Other,Mymensign,7th,67.0,5.0,41,168,73,282.0,Post Graduate,0,F
3531,Hasan Hossain,17,MALE,khulna,10th,100.2,4.9,81,63,64,208.0,unknown,0,FAIL
723,Rupa Islam,14,female,SYLHET,6,96.7,3.2,64,34,58,156.0,Unknown,yes,Fail
7591 ,Nadia Talukder,13,female,sylhet,Seven,101.4,3.4,87,47,47,181.0,graduate,Y,fail
9456,Shila Akter,15,Female,sylhet,Seven,102.0,26.8,41,42,68,151.0,postgraduate,,
2751,Ayesha Khan,13,female,rangpur,7th,83.9,3.2,88,67,54,209.0,higher secondary,0,PASS
8124,Sohan Sarker,11,O,Rajshahi,9th,83.2,2.6,98,89,63,250.0,unknown,NO,fail
4628,Nusrat Chowdhury,17,other,rangpur,6,86.8,1.3,75,59,72,206.0,GRADUATE,No,P
2163,Mitu Talukder,18,O,Dhaka,9,86.6,3.4,81,83,32,196.0,secondary,Yes,PASS
9484,Imran Das,15,male,Rajshahi,6,102.1,3.3,45,88,70,203.0,Illiterate,Y,
6485,Rakib Chowdhury,15,Male,Chattogram,Ten,97.3,3.5,-19,60,52,93.0,Graduate,Yes,P
7444,Momo Das,,FEMALE,barisal,Six,83.2,5.8,50,80,68,198.0,PRIMARY,No,Fail
2986,Sohan Islam,12,Other,mymensingh,9th,59.8,2.3,48,61,48,157.0,unknown,n/a,FAIL
6276,Rafi Das,14,M,rangpur,6th,88.1,28.4,42,73,33,148.0,unknown,No,FAIL
7812,Rafi Akter,11,FEMALE,khulna,06,89.1,2.4,50,65,99,,illiterate,no,fail
7946,Ayesha Sarker,16,male,KHULNA ,6,88.7,2.2,97,47,79,223.0,secondary,Yes,P
6589,Sadia Khan,11,FEMALE,dhaka,7th,90.4,2.7,51,40,67,158.0,N/A,n/a,
5433,Mim Das,16,other,Rangpur,6,69.4,3.9,96,72,70,238.0,secondary,n/a,Fail
6101,Momo Das,17,other,Barisal,8,90.9,0.2,87,32,79,198.0,postgraduate,N,Fail
7694,Imran Talukder,11,Female,rajshahi,Ten,88.3,4.9,,99,60,159.0,,YES,FAIL
6340,Riya Akter,11,F,mymensingh,Ten,68.6,3.3,39,91,62,192.0,Graduate,1,PASS
7601,Hasan Hossain,18,F,rajshahi,Seven,83.0,0.4,63,52,48,163.0,Graduate,1,PASS
8639,Kabir Sarker,15,MALE,barisal,8th,104.9,2.1,67,93,58,218.0,Higher Secondary,1,Pass
756,Ayesha Sarker,11,O,KHULNA ,Ten,77.3,3.0,95,73,35,203.0,,Y,fail
316,Fatema Talukder,15,O,mymensingh,Ten,84.3,1.4,-13,82,61,130.0,Secondary,no,F
9454,Rahim Akter,18,Male,Chittagong,7th,80.9,3.6,76,89,37,202.0,illiterate,1,fail
2651,Hasan Rahman,,male,rangpur,8th,86.8,3.7,47,-49,52,50.0,GRADUATE,NO,pass
7296,Rakib Rahman,13,male,Chattogram,10th,57.6,2.9,39,69,42,150.0,Secondary,N,Fail
215,Mim Sarker,12,,Dhaka,9th,72.5,5.2,44,56,89,189.0,Post Graduate,No,PASS
2257,Lima Rahman,12,Female,Chattogram,6,80.9,3.1,98,60,97,255.0,Illiterate,n/a,fail
5107,Shila Rahman,14,,SYLHET,06,94.6,1.4,-49,68,67,86.0,primary,no,fail
2137,Nusrat Hossain,18,FEMALE,Rajshahi ,6,78.9,23.9,33,52,42,127.0,GRADUATE,yes,Fail
8814,Ayesha Islam,18,other,Mymensingh,7th,88.0,1.3,40,71,84,195.0,graduate,no,Pass
2174,Ayesha Sarker,,Other,Chittagong,06,83.3,2.6,93,55,61,,Illiterate,Y,P
3939,Rakib Hossain,12,male,sylhet,Ten,-41.1,1.7,88,83,70,241.0,Post Graduate,Yes,P
6269,Farhan Rahman,18,FEMALE,Sylhet,06,65.5,2.5,58,86,48,192.0,N/A,YES,P
8027,Jannat Akter,17,FEMALE,khulna,10,102.4,1.7,87,31,75,193.0,Higher Secondary,0,PASS
7145,Rafi Talukder,14,M,sylhet,8th,83.9,4.9,40,65,31,118.0,illiterate,yes,PASS
